bob
caseNumber,groupName,identityName,class,placeOfRescue,zoneName,zoneName2,dateAdded,rescueNotes,facility,dateOfAdmission,timeOfAdmission,food,housing,medicalCare,proposedResolution,otherResolution,ageYears,ageMonths,stage,weight,length,height,dateOfExamination,modeOfRestraint,temperature,heartRate,pulse,resperation,observationNotes,outcomeNotes,createdBy,lastUpdatedAt,lastUpdatedBy
8482ead1-4ebb-4f94-b54a-33a4bcca5c09,Owl,Turtle,Aves,Bombay,MVS-NB,MVS-NB,Sun Feb 21 2010 22:21:32 GMT+0000 (Greenwich Mean Time),None,Unknown,02-03-2011},09:39},None,,,,,15,9,neonate,147kg,287cm,97cm,Mon Apr 28 2014 10:22:40 GMT+0100 (British Summer Time),None,None,89,Yes,None,None,None,,Fri Nov 02 2018 14:05:29 GMT+0000 (Greenwich Mean Time),
42f0c138-c668-467a-a5a9-2f34600183e0,Owl,Owl,Aves,Chenai,MVS-NB,MVS-NB,Sun Aug 05 2012 00:22:47 GMT+0100 (British Summer Time),None,Unknown,01-02-2017},08:58},None,,,,,12,10,neonate,59kg,272cm,132cm,Sun Sep 20 2015 01:25:26 GMT+0100 (British Summer Time),None,None,141,Yes,None,None,None,,Sun Feb 14 2016 23:25:13 GMT+0000 (Greenwich Mean Time),
38e63c09-a9bb-4201-9d15-1c247e7b046c,Owl,Deer,Aves,Pune,MVS-CA,MVS-CA,Wed Jan 22 2020 19:46:01 GMT+0000 (Greenwich Mean Time),None,Unknown,31-01-2012},22:23},None,,,,,11,8,subadult,140kg,98cm,127cm,Wed Jul 04 2018 18:39:15 GMT+0100 (British Summer Time),None,None,120,Yes,None,None,None,,Sun Mar 08 2020 21:51:53 GMT+0000 (Greenwich Mean Time),
d06cb88d-39e4-4410-b503-a9dcf6d790ff,Owl,Tiger,Reptilia,Bengal,MVS-NB,MVS-NB,Tue Mar 19 2019 01:33:38 GMT+0000 (Greenwich Mean Time),None,Unknown,28-10-2012},08:19},None,,,,,10,3,neonate,69kg,188cm,83cm,Fri Dec 28 2018 20:19:24 GMT+0000 (Greenwich Mean Time),None,None,96,Yes,None,None,None,,Tue Jun 19 2018 18:07:13 GMT+0100 (British Summer Time),
7fd5edf9-3371-4333-851f-a614233d817b,Monkey,Tiger,Reptilia,Hydrabad,MVS-NB,MVS-CA,Thu Sep 10 2015 03:22:28 GMT+0100 (British Summer Time),None,Unknown,19-12-2012},07:46},None,,,,,1,8,adult,65kg,300cm,90cm,Fri Feb 19 2010 22:27:53 GMT+0000 (Greenwich Mean Time),None,None,109,Yes,None,None,None,,Fri Feb 17 2017 19:37:23 GMT+0000 (Greenwich Mean Time),
87200359-d4aa-4041-8e86-2eb25a1487a7,Monkey,Turtle,Aves,Chenai,MVS-CA,MVS-CA,Sun Dec 26 2010 20:10:25 GMT+0000 (Greenwich Mean Time),None,Unknown,16-09-2014},13:44},None,,,,,7,1,neonate,48kg,96cm,107cm,Thu Mar 09 2017 01:18:40 GMT+0000 (Greenwich Mean Time),None,None,94,Yes,None,None,None,,Thu Jul 25 2019 02:40:17 GMT+0100 (British Summer Time),
c0d1224a-d84f-4fcb-baec-7b03bbcf1b7a,Monkey,Elephant,Aves,Bombay,MVS-NB,MVS-CA,Sat Oct 26 2013 18:55:24 GMT+0100 (British Summer Time),None,Unknown,15-04-2013},09:32},None,,,,,15,2,adult,122kg,246cm,91cm,Mon Feb 18 2019 20:48:17 GMT+0000 (Greenwich Mean Time),None,None,128,Yes,None,None,None,,Sat Nov 09 2019 15:19:11 GMT+0000 (Greenwich Mean Time),
61d2297e-4422-4a2e-ad2d-b3edcf8bd773,Deer,Owl,Reptilia,Chenai,MVS-EA,MVS-EA,Sun Dec 09 2012 19:07:32 GMT+0000 (Greenwich Mean Time),None,Unknown,03-03-2014},13:34},None,,,,,15,4,subadult,25kg,91cm,25cm,Sun Apr 27 2014 05:27:10 GMT+0100 (British Summer Time),None,None,125,Yes,None,None,None,,Sat Jun 26 2010 08:55:20 GMT+0100 (British Summer Time),
91d038e1-b120-4c7a-83dc-f760c536cb7a,Deer,Monkey,Reptilia,Bengal,MVS-EA,MVS-CA,Fri Jun 28 2013 16:36:32 GMT+0100 (British Summer Time),None,Unknown,11-02-2017},07:10},None,,,,,5,5,adult,107kg,48cm,34cm,Sat Apr 18 2020 20:18:23 GMT+0100 (British Summer Time),None,None,98,Yes,None,None,None,,Mon Jun 09 2014 20:29:14 GMT+0100 (British Summer Time),
ed5b5f14-6bc4-457c-99a8-885017b0a54a,Monkey,Owl,Aves,Bengal,MVS-NB,MVS-CA,Wed Mar 12 2014 20:53:00 GMT+0000 (Greenwich Mean Time),None,Unknown,13-07-2011},08:57},None,,,,,8,3,neonate,43kg,130cm,149cm,Sat May 12 2018 08:09:11 GMT+0100 (British Summer Time),None,None,146,Yes,None,None,None,,Sat May 16 2015 10:25:37 GMT+0100 (British Summer Time),
32ae9d7f-d9dd-4914-a0f2-be805b6a1348,Deer,Deer,Aves,Pune,MVS-EA,MVS-CA,Mon Sep 14 2020 20:12:42 GMT+0100 (British Summer Time),None,Unknown,13-01-2012},08:49},None,,,,,12,4,infant,145kg,102cm,65cm,Wed Dec 21 2011 06:59:08 GMT+0000 (Greenwich Mean Time),None,None,108,Yes,None,None,None,,Tue Sep 06 2011 18:57:49 GMT+0100 (British Summer Time),
fde70ff7-1ad2-4415-8634-9934480640dd,Reptile,Deer,Reptilia,Hydrabad,MVS-NB,MVS-NB,Tue Nov 16 2010 19:03:45 GMT+0000 (Greenwich Mean Time),None,Unknown,05-09-2018},14:54},None,,,,,7,2,adult,58kg,34cm,41cm,Wed Mar 11 2020 14:41:00 GMT+0000 (Greenwich Mean Time),None,None,117,Yes,None,None,None,,Wed Dec 22 2010 21:45:41 GMT+0000 (Greenwich Mean Time),
da4b931f-1198-48da-b2e5-7402601ae684,Owl,Deer,Mamalia,Hydrabad,MVS-EA,MVS-CA,Sun Mar 23 2014 09:33:48 GMT+0000 (Greenwich Mean Time),None,Unknown,16-03-2012},23:50},None,,,,,10,3,infant,51kg,37cm,111cm,Thu Sep 17 2015 07:15:49 GMT+0100 (British Summer Time),None,None,84,Yes,None,None,None,,Thu Feb 07 2013 12:40:14 GMT+0000 (Greenwich Mean Time),
ff2c5c21-b618-4b16-9165-475ebca02430,Eagle,Turtle,Mamalia,Hydrabad,MVS-NB,MVS-CA,Sun Mar 01 2015 19:58:53 GMT+0000 (Greenwich Mean Time),None,Unknown,03-01-2010},17:00},None,,,,,12,3,infant,71kg,225cm,103cm,Sat Apr 03 2010 12:53:35 GMT+0100 (British Summer Time),None,None,150,Yes,None,None,None,,Thu Apr 14 2011 14:39:08 GMT+0100 (British Summer Time),
e807b5a7-4b8a-455a-a06b-05bfc789bdf3,Owl,Tiger,Mamalia,Pune,MVS-NB,MVS-CA,Mon Jan 13 2020 23:45:35 GMT+0000 (Greenwich Mean Time),None,Unknown,23-02-2019},13:39},None,,,,,10,4,adult,101kg,238cm,143cm,Sat Apr 06 2019 23:29:39 GMT+0100 (British Summer Time),None,None,112,Yes,None,None,None,,Tue Aug 26 2014 13:46:04 GMT+0100 (British Summer Time),
0171d413-31d7-4f91-97c3-a89c8f50f6a5,Eagle,Eagle,Aves,Pune,MVS-EA,MVS-EA,Fri Mar 20 2015 23:05:01 GMT+0000 (Greenwich Mean Time),None,Unknown,08-07-2016},07:23},None,,,,,2,9,adult,41kg,75cm,58cm,Thu Nov 21 2013 06:00:09 GMT+0000 (Greenwich Mean Time),None,None,128,Yes,None,None,None,,Wed Feb 10 2016 09:50:49 GMT+0000 (Greenwich Mean Time),
9ba6fbb3-cafd-476b-86d8-eb1c7d21695e,Elephant,Owl,Reptilia,Hydrabad,MVS-NB,MVS-CA,Thu Jul 05 2012 10:46:47 GMT+0100 (British Summer Time),None,Unknown,17-02-2017},07:26},None,,,,,15,7,adult,105kg,186cm,76cm,Sun Feb 19 2012 08:02:16 GMT+0000 (Greenwich Mean Time),None,None,94,Yes,None,None,None,,Sun Dec 12 2010 23:01:17 GMT+0000 (Greenwich Mean Time),
62dd4b8c-f903-4b7b-b0b6-f4b496bdceb0,Monkey,Turtle,Aves,Bengal,MVS-NB,MVS-CA,Fri Nov 08 2019 09:26:41 GMT+0000 (Greenwich Mean Time),None,Unknown,03-12-2017},07:31},None,,,,,11,7,infant,97kg,181cm,70cm,Wed Jul 21 2010 04:34:31 GMT+0100 (British Summer Time),None,None,126,Yes,None,None,None,,Sun Mar 04 2018 06:13:34 GMT+0000 (Greenwich Mean Time),
4ddb01a9-93a8-4142-9b24-89dcb3118cd2,Reptile,Elephant,Aves,Bengal,MVS-NB,MVS-CA,Mon Jan 23 2017 02:47:53 GMT+0000 (Greenwich Mean Time),None,Unknown,12-09-2012},04:39},None,,,,,7,2,subadult,115kg,251cm,82cm,Sun Sep 22 2013 15:06:47 GMT+0100 (British Summer Time),None,None,144,Yes,None,None,None,,Tue Aug 16 2016 04:47:11 GMT+0100 (British Summer Time),
10c06e91-0a4f-423d-ba59-256bad1b1be7,Turtle,Owl,Reptilia,Bombay,MVS-CA,MVS-NB,Thu Feb 21 2019 16:29:27 GMT+0000 (Greenwich Mean Time),None,Unknown,27-08-2014},13:10},None,,,,,4,1,neonate,129kg,221cm,41cm,Sat Jul 28 2012 07:12:06 GMT+0100 (British Summer Time),None,None,148,Yes,None,None,None,,Thu Jan 23 2014 17:39:54 GMT+0000 (Greenwich Mean Time),
7a6578bb-2297-4a24-aaea-22d139d41b93,Turtle,Elephant,Reptilia,Pune,MVS-CA,MVS-CA,Tue Jul 26 2016 01:04:49 GMT+0100 (British Summer Time),None,Unknown,24-07-2012},11:55},None,,,,,4,7,adult,116kg,27cm,91cm,Sat May 06 2017 22:44:57 GMT+0100 (British Summer Time),None,None,136,Yes,None,None,None,,Sun Mar 18 2018 09:52:25 GMT+0000 (Greenwich Mean Time),
316141b6-a5a4-4756-b058-73cf7158305a,Eagle,Elephant,Mamalia,Pune,MVS-CA,MVS-EA,Sat Feb 09 2019 14:07:31 GMT+0000 (Greenwich Mean Time),None,Unknown,24-06-2018},06:20},None,,,,,12,4,adult,83kg,71cm,63cm,Sat Sep 10 2016 00:11:44 GMT+0100 (British Summer Time),None,None,100,Yes,None,None,None,,Thu Nov 05 2020 07:59:54 GMT+0000 (Greenwich Mean Time),
3edf04dd-437a-4e69-a0a7-bfdeb5513c12,Monkey,Deer,Reptilia,Bengal,MVS-NB,MVS-NB,Wed Apr 13 2011 02:52:03 GMT+0100 (British Summer Time),None,Unknown,08-07-2020},09:44},None,,,,,4,9,neonate,107kg,156cm,24cm,Wed Jan 20 2016 00:41:16 GMT+0000 (Greenwich Mean Time),None,None,85,Yes,None,None,None,,Sat Oct 17 2015 15:09:12 GMT+0100 (British Summer Time),
170e53f3-b23d-4441-a1f0-68a83842a74c,Eagle,Owl,Mamalia,Pune,MVS-CA,MVS-NB,Tue Jan 22 2019 17:33:23 GMT+0000 (Greenwich Mean Time),None,Unknown,01-10-2019},09:56},None,,,,,14,9,adult,146kg,225cm,147cm,Wed May 22 2019 19:15:35 GMT+0100 (British Summer Time),None,None,51,Yes,None,None,None,,Sat May 12 2018 07:46:31 GMT+0100 (British Summer Time),
026364b3-c871-451b-a6fe-e208289f0141,Eagle,Tiger,Reptilia,Pune,MVS-CA,MVS-NB,Mon Jun 13 2016 16:25:00 GMT+0100 (British Summer Time),None,Unknown,25-10-2012},16:47},None,,,,,15,5,infant,102kg,206cm,65cm,Sat Sep 01 2012 00:22:44 GMT+0100 (British Summer Time),None,None,56,Yes,None,None,None,,Wed Dec 07 2016 09:57:19 GMT+0000 (Greenwich Mean Time),
dc2a420b-06bd-411d-8ed2-0711c584017e,Tiger,Turtle,Aves,Pune,MVS-NB,MVS-NB,Tue May 10 2011 06:59:44 GMT+0100 (British Summer Time),None,Unknown,19-09-2018},20:31},None,,,,,1,4,infant,85kg,230cm,109cm,Sun Mar 25 2018 10:12:18 GMT+0100 (British Summer Time),None,None,135,Yes,None,None,None,,Thu Aug 19 2010 04:52:25 GMT+0100 (British Summer Time),
985cdf2c-c3e7-41cb-8ec4-b94655c6f317,Elephant,Owl,Reptilia,Hydrabad,MVS-NB,MVS-EA,Thu Feb 06 2014 22:03:42 GMT+0000 (Greenwich Mean Time),None,Unknown,02-09-2018},09:53},None,,,,,13,1,adult,67kg,51cm,68cm,Wed Oct 06 2010 22:30:33 GMT+0100 (British Summer Time),None,None,53,Yes,None,None,None,,Sat Sep 06 2014 08:13:11 GMT+0100 (British Summer Time),
671f6d3b-3d13-4b4c-b686-fb4465a70b58,Reptile,Reptile,Reptilia,Chenai,MVS-NB,MVS-NB,Wed Jun 27 2018 01:30:35 GMT+0100 (British Summer Time),None,Unknown,01-06-2018},04:20},None,,,,,6,4,neonate,69kg,40cm,96cm,Sun Oct 18 2015 04:33:32 GMT+0100 (British Summer Time),None,None,55,Yes,None,None,None,,Mon Nov 21 2016 02:59:18 GMT+0000 (Greenwich Mean Time),
9acb952d-4bf6-4626-80b2-d7026f647eab,Tiger,Monkey,Aves,Pune,MVS-NB,MVS-EA,Tue Oct 24 2017 08:17:59 GMT+0100 (British Summer Time),None,Unknown,29-08-2017},12:32},None,,,,,7,1,neonate,77kg,80cm,92cm,Sun Jan 01 2012 07:51:25 GMT+0000 (Greenwich Mean Time),None,None,135,Yes,None,None,None,,Mon May 26 2014 15:02:26 GMT+0100 (British Summer Time),
42325159-6bf9-4330-97cd-784ddb2d5385,Eagle,Deer,Reptilia,Bombay,MVS-CA,MVS-NB,Thu Mar 04 2021 00:33:07 GMT+0000 (Greenwich Mean Time),None,Unknown,25-12-2019},19:22},None,,,,,7,7,adult,75kg,32cm,32cm,Sat Mar 01 2014 09:46:56 GMT+0000 (Greenwich Mean Time),None,None,132,Yes,None,None,None,,Tue Dec 16 2014 11:51:26 GMT+0000 (Greenwich Mean Time),
06535f7c-4bf5-4ba0-8d51-d56379a1ed4e,Reptile,Eagle,Aves,Bengal,MVS-CA,MVS-EA,Sat Oct 22 2016 01:38:08 GMT+0100 (British Summer Time),None,Unknown,26-10-2012},10:10},None,,,,,2,10,subadult,60kg,122cm,117cm,Wed Jun 09 2010 18:56:14 GMT+0100 (British Summer Time),None,None,64,Yes,None,None,None,,Sun May 16 2010 10:35:26 GMT+0100 (British Summer Time),
d85acd60-7ffb-488f-b80d-45a18cbee755,Reptile,Reptile,Mamalia,Pune,MVS-EA,MVS-EA,Thu Jun 18 2015 14:27:47 GMT+0100 (British Summer Time),None,Unknown,16-02-2018},02:16},None,,,,,6,7,neonate,23kg,32cm,140cm,Thu Sep 26 2013 18:50:08 GMT+0100 (British Summer Time),None,None,99,Yes,None,None,None,,Sun Aug 23 2020 09:59:52 GMT+0100 (British Summer Time),
2cbd691e-5a4a-4097-a1d0-af50f0a48cef,Deer,Owl,Reptilia,Delhi,MVS-EA,MVS-CA,Tue Jul 03 2012 11:13:34 GMT+0100 (British Summer Time),None,Unknown,05-01-2010},04:27},None,,,,,1,4,neonate,101kg,40cm,141cm,Tue Aug 28 2012 03:59:19 GMT+0100 (British Summer Time),None,None,135,Yes,None,None,None,,Fri Aug 02 2019 12:01:08 GMT+0100 (British Summer Time),
d3946be5-209b-4507-95f6-e69cebf44acf,Deer,Elephant,Reptilia,Chenai,MVS-EA,MVS-CA,Thu Jun 19 2014 15:49:43 GMT+0100 (British Summer Time),None,Unknown,25-05-2020},11:50},None,,,,,3,2,subadult,53kg,175cm,81cm,Sat Mar 09 2013 18:30:41 GMT+0000 (Greenwich Mean Time),None,None,124,Yes,None,None,None,,Wed Oct 05 2016 18:05:49 GMT+0100 (British Summer Time),
5aaf52da-4f4b-456c-b52a-945f33a1e7e4,Reptile,Tiger,Aves,Delhi,MVS-NB,MVS-NB,Tue Oct 25 2011 10:14:29 GMT+0100 (British Summer Time),None,Unknown,21-04-2021},03:45},None,,,,,4,8,neonate,134kg,116cm,98cm,Wed Jul 01 2020 07:47:25 GMT+0100 (British Summer Time),None,None,62,Yes,None,None,None,,Sun Sep 04 2016 16:40:04 GMT+0100 (British Summer Time),
05a1eb7c-9a2a-4e70-a0b2-c8e256fff332,Eagle,Monkey,Aves,Hydrabad,MVS-NB,MVS-EA,Mon Jul 01 2013 12:48:55 GMT+0100 (British Summer Time),None,Unknown,21-10-2014},12:24},None,,,,,11,2,adult,133kg,229cm,140cm,Wed Jan 06 2021 21:13:33 GMT+0000 (Greenwich Mean Time),None,None,69,Yes,None,None,None,,Sat Dec 06 2014 02:29:33 GMT+0000 (Greenwich Mean Time),
ceb310b4-10e1-4327-bc92-ac4de0d815a1,Reptile,Elephant,Aves,Hydrabad,MVS-EA,MVS-EA,Wed Jan 11 2012 08:39:34 GMT+0000 (Greenwich Mean Time),None,Unknown,03-01-2015},07:43},None,,,,,3,6,adult,141kg,66cm,124cm,Sun Nov 29 2020 02:29:50 GMT+0000 (Greenwich Mean Time),None,None,123,Yes,None,None,None,,Wed Dec 16 2020 12:41:19 GMT+0000 (Greenwich Mean Time),
fd579cfd-19c2-4cdc-838f-bd10ac144fcd,Tiger,Owl,Mamalia,Chenai,MVS-EA,MVS-EA,Fri Sep 18 2015 00:42:56 GMT+0100 (British Summer Time),None,Unknown,03-04-2021},00:38},None,,,,,9,3,infant,71kg,270cm,47cm,Sun Mar 13 2011 10:44:09 GMT+0000 (Greenwich Mean Time),None,None,60,Yes,None,None,None,,Wed Dec 10 2014 02:49:17 GMT+0000 (Greenwich Mean Time),
becd446c-19f6-4fc5-8932-223e2e6d4fe2,Elephant,Deer,Aves,Chenai,MVS-EA,MVS-EA,Sun May 18 2014 18:45:35 GMT+0100 (British Summer Time),None,Unknown,18-07-2013},05:06},None,,,,,11,2,infant,89kg,46cm,112cm,Tue Oct 21 2014 10:43:31 GMT+0100 (British Summer Time),None,None,147,Yes,None,None,None,,Fri Sep 23 2016 15:08:46 GMT+0100 (British Summer Time),
bdcabfc9-5396-4377-b21e-db690ced5f19,Turtle,Reptile,Mamalia,Delhi,MVS-EA,MVS-NB,Sat Sep 09 2017 20:06:37 GMT+0100 (British Summer Time),None,Unknown,23-08-2012},06:22},None,,,,,6,8,adult,36kg,72cm,143cm,Sat Dec 10 2011 22:37:57 GMT+0000 (Greenwich Mean Time),None,None,108,Yes,None,None,None,,Sun Jul 28 2019 04:34:59 GMT+0100 (British Summer Time),
3a253010-ce7a-4986-b477-4896c1ba6ab1,Tiger,Eagle,Mamalia,Bombay,MVS-CA,MVS-EA,Mon Feb 17 2020 12:46:45 GMT+0000 (Greenwich Mean Time),None,Unknown,17-05-2021},12:21},None,,,,,14,8,subadult,142kg,176cm,132cm,Sat Oct 04 2014 14:09:34 GMT+0100 (British Summer Time),None,None,106,Yes,None,None,None,,Fri Oct 24 2014 00:10:22 GMT+0100 (British Summer Time),
c754de59-ed52-45f0-b1b4-c1488b9175ea,Elephant,Eagle,Aves,Chenai,MVS-NB,MVS-EA,Mon Feb 09 2015 11:09:28 GMT+0000 (Greenwich Mean Time),None,Unknown,29-08-2010},16:33},None,,,,,4,11,adult,24kg,286cm,39cm,Mon Jul 11 2011 17:05:27 GMT+0100 (British Summer Time),None,None,69,Yes,None,None,None,,Fri Aug 10 2012 00:46:05 GMT+0100 (British Summer Time),
a959eb39-f3b6-49e9-a37b-dfbde05cd3d5,Eagle,Elephant,Mamalia,Hydrabad,MVS-NB,MVS-CA,Wed May 09 2018 02:27:42 GMT+0100 (British Summer Time),None,Unknown,09-09-2015},01:19},None,,,,,11,8,adult,27kg,175cm,40cm,Sat Feb 19 2011 22:14:32 GMT+0000 (Greenwich Mean Time),None,None,57,Yes,None,None,None,,Sat Dec 30 2017 20:31:29 GMT+0000 (Greenwich Mean Time),
a5eedbe0-ec26-4caa-82ac-e6e61b145be6,Tiger,Reptile,Reptilia,Delhi,MVS-NB,MVS-EA,Wed Nov 12 2014 04:40:40 GMT+0000 (Greenwich Mean Time),None,Unknown,23-06-2013},03:39},None,,,,,10,3,adult,55kg,280cm,52cm,Sat Apr 10 2010 03:44:29 GMT+0100 (British Summer Time),None,None,59,Yes,None,None,None,,Sat Mar 17 2018 02:25:56 GMT+0000 (Greenwich Mean Time),
78ec0393-b2ce-4ab4-beb0-0239a6bd45c4,Monkey,Tiger,Aves,Delhi,MVS-EA,MVS-CA,Fri Nov 15 2013 22:52:21 GMT+0000 (Greenwich Mean Time),None,Unknown,31-08-2011},07:07},None,,,,,10,1,subadult,79kg,243cm,74cm,Sun Oct 28 2018 19:25:38 GMT+0000 (Greenwich Mean Time),None,None,109,Yes,None,None,None,,Tue Feb 28 2012 11:18:44 GMT+0000 (Greenwich Mean Time),
3921899f-0006-4af6-882a-7e35443750f1,Eagle,Deer,Aves,Bengal,MVS-NB,MVS-NB,Fri Nov 02 2012 12:17:40 GMT+0000 (Greenwich Mean Time),None,Unknown,01-05-2016},15:04},None,,,,,12,1,adult,68kg,79cm,44cm,Sat Nov 17 2012 03:20:16 GMT+0000 (Greenwich Mean Time),None,None,129,Yes,None,None,None,,Tue May 20 2014 22:03:20 GMT+0100 (British Summer Time),
a9aa110b-0a17-45ac-b23b-140f37518e17,Owl,Tiger,Mamalia,Bengal,MVS-NB,MVS-NB,Wed Oct 05 2016 08:50:56 GMT+0100 (British Summer Time),None,Unknown,15-10-2018},20:57},None,,,,,5,7,subadult,140kg,199cm,81cm,Sat Nov 22 2014 21:52:10 GMT+0000 (Greenwich Mean Time),None,None,51,Yes,None,None,None,,Fri Apr 30 2021 00:09:39 GMT+0100 (British Summer Time),
4effc8cb-0e4d-4e3d-a05a-b3e64a9602d1,Tiger,Elephant,Reptilia,Pune,MVS-EA,MVS-NB,Sun Mar 07 2010 18:00:07 GMT+0000 (Greenwich Mean Time),None,Unknown,01-03-2015},03:41},None,,,,,4,4,adult,37kg,147cm,64cm,Mon Jan 06 2020 07:38:30 GMT+0000 (Greenwich Mean Time),None,None,101,Yes,None,None,None,,Thu Dec 17 2015 05:34:44 GMT+0000 (Greenwich Mean Time),
e2434ebe-a188-4f55-b636-b1e452f1be45,Deer,Deer,Aves,Chenai,MVS-CA,MVS-EA,Thu Nov 03 2016 01:55:30 GMT+0000 (Greenwich Mean Time),None,Unknown,19-08-2018},03:56},None,,,,,15,7,infant,146kg,170cm,100cm,Fri Jan 18 2019 19:19:52 GMT+0000 (Greenwich Mean Time),None,None,81,Yes,None,None,None,,Tue Jul 21 2020 17:48:45 GMT+0100 (British Summer Time),
be2ef452-0fab-47bf-86f3-82372f3f15c7,Monkey,Reptile,Aves,Bengal,MVS-EA,MVS-NB,Thu Mar 24 2011 12:26:49 GMT+0000 (Greenwich Mean Time),None,Unknown,06-01-2011},07:14},None,,,,,9,10,neonate,68kg,234cm,41cm,Mon Mar 27 2017 22:16:49 GMT+0100 (British Summer Time),None,None,129,Yes,None,None,None,,Thu Jul 04 2013 19:24:08 GMT+0100 (British Summer Time),
73ee40ba-0eea-4a4d-8090-de72ee4fb850,Turtle,Owl,Mamalia,Bengal,MVS-EA,MVS-CA,Sun Apr 22 2012 00:18:07 GMT+0100 (British Summer Time),None,Unknown,09-08-2016},20:25},None,,,,,1,2,subadult,77kg,125cm,88cm,Sat Feb 06 2010 17:00:02 GMT+0000 (Greenwich Mean Time),None,None,85,Yes,None,None,None,,Tue Aug 18 2020 11:18:45 GMT+0100 (British Summer Time),
0d41deaa-22e5-491e-9ba4-f8ae2fc38f4d,Turtle,Tiger,Aves,Chenai,MVS-CA,MVS-EA,Mon Oct 10 2016 22:13:19 GMT+0100 (British Summer Time),None,Unknown,27-11-2016},13:50},None,,,,,5,2,infant,109kg,214cm,103cm,Sat Aug 04 2018 19:20:31 GMT+0100 (British Summer Time),None,None,142,Yes,None,None,None,,Mon May 23 2016 16:38:03 GMT+0100 (British Summer Time),
eea2c711-e7f2-436d-b00a-df9c4c11a4f3,Reptile,Owl,Aves,Delhi,MVS-EA,MVS-NB,Wed Apr 10 2013 06:09:01 GMT+0100 (British Summer Time),None,Unknown,11-03-2011},18:10},None,,,,,8,1,infant,68kg,163cm,94cm,Wed Feb 17 2021 11:55:39 GMT+0000 (Greenwich Mean Time),None,None,121,Yes,None,None,None,,Wed Jul 13 2016 21:12:07 GMT+0100 (British Summer Time),
34b1ee9b-c90a-4619-95af-d417a30ebf09,Deer,Owl,Aves,Bengal,MVS-NB,MVS-EA,Mon Feb 08 2016 00:45:13 GMT+0000 (Greenwich Mean Time),None,Unknown,28-03-2016},17:11},None,,,,,3,5,infant,43kg,204cm,23cm,Wed Jul 06 2016 17:27:19 GMT+0100 (British Summer Time),None,None,113,Yes,None,None,None,,Wed Oct 16 2013 03:41:12 GMT+0100 (British Summer Time),
5bab9b05-4260-4feb-a3fb-a9b83ac53d80,Monkey,Reptile,Mamalia,Pune,MVS-EA,MVS-EA,Wed Dec 20 2017 00:11:30 GMT+0000 (Greenwich Mean Time),None,Unknown,17-10-2011},15:32},None,,,,,11,2,subadult,45kg,153cm,69cm,Thu Apr 29 2021 16:28:17 GMT+0100 (British Summer Time),None,None,133,Yes,None,None,None,,Sat Feb 08 2020 03:37:22 GMT+0000 (Greenwich Mean Time),
87c65d94-3ea3-4bef-afbe-c80325f3f23e,Reptile,Elephant,Reptilia,Bombay,MVS-CA,MVS-NB,Wed Jan 25 2017 20:09:51 GMT+0000 (Greenwich Mean Time),None,Unknown,08-12-2012},00:03},None,,,,,1,7,neonate,30kg,60cm,106cm,Sun Apr 19 2015 11:33:09 GMT+0100 (British Summer Time),None,None,89,Yes,None,None,None,,Thu Apr 27 2017 09:07:38 GMT+0100 (British Summer Time),
5afbcd9b-1e8b-4ca7-be33-e297e23defa8,Tiger,Elephant,Reptilia,Delhi,MVS-EA,MVS-EA,Thu Feb 23 2012 23:58:53 GMT+0000 (Greenwich Mean Time),None,Unknown,17-05-2014},02:00},None,,,,,2,4,subadult,125kg,178cm,57cm,Mon Mar 01 2021 17:24:10 GMT+0000 (Greenwich Mean Time),None,None,140,Yes,None,None,None,,Fri Mar 31 2017 02:08:02 GMT+0100 (British Summer Time),
f1432e38-a898-42ed-a037-42167d9fa3b0,Turtle,Owl,Reptilia,Pune,MVS-CA,MVS-EA,Sat Feb 11 2012 20:13:59 GMT+0000 (Greenwich Mean Time),None,Unknown,18-01-2013},23:59},None,,,,,6,3,adult,100kg,134cm,142cm,Wed May 18 2016 06:19:10 GMT+0100 (British Summer Time),None,None,62,Yes,None,None,None,,Wed Feb 07 2018 19:58:00 GMT+0000 (Greenwich Mean Time),
8efb621e-54dd-45ec-a720-ccbc6c9f82ae,Turtle,Owl,Aves,Pune,MVS-EA,MVS-NB,Fri Jan 15 2016 08:46:25 GMT+0000 (Greenwich Mean Time),None,Unknown,05-02-2018},20:10},None,,,,,7,9,adult,51kg,226cm,31cm,Sat Dec 22 2012 19:20:56 GMT+0000 (Greenwich Mean Time),None,None,115,Yes,None,None,None,,Sat Oct 29 2011 08:02:34 GMT+0100 (British Summer Time),
c2c0e1da-3604-4279-826f-691e2a7620d4,Owl,Eagle,Aves,Pune,MVS-EA,MVS-CA,Mon Mar 28 2011 04:14:34 GMT+0100 (British Summer Time),None,Unknown,20-01-2019},21:47},None,,,,,7,5,neonate,52kg,296cm,21cm,Sun Jul 17 2016 17:52:20 GMT+0100 (British Summer Time),None,None,93,Yes,None,None,None,,Fri Mar 05 2010 06:54:21 GMT+0000 (Greenwich Mean Time),
